,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
524,2,22,1,1,52,0,42,5,0,18,not addicted
525,4,31,1,1,54,1,41,5,2,23,not addicted
526,4,37,2,1,78,1,41,8,6,42,addicted
527,5,35,1,0,73,3,31,5,7,28,addicted
528,5,20,2,0,41,1,39,5,3,18,not addicted
529,1,22,0,2,43,1,50,9,2,28,not addicted
530,3,28,1,0,42,0,48,2,3,18,not addicted
531,4,22,1,1,46,0,40,6,2,25,not addicted
532,1,18,1,1,39,0,53,8,0,24,not addicted
533,6,23,1,1,55,0,51,5,3,28,not addicted
534,7,37,0,1,75,3,38,2,3,24,addicted
535,1,32,2,1,48,1,29,5,3,28,not addicted
536,5,28,0,0,50,0,24,5,6,31,not addicted
537,0,21,1,2,45,2,46,7,3,18,not addicted
538,8,29,2,2,83,2,44,7,6,31,addicted
539,4,47,5,1,79,0,35,3,4,34,addicted
540,5,41,3,2,66,2,44,6,6,33,addicted
541,2,30,1,0,54,0,46,6,2,19,not addicted
542,4,30,0,1,46,0,25,5,2,26,not addicted
543,5,25,3,2,50,0,20,6,3,24,not addicted
544,4,28,3,1,73,1,20,6,5,34,addicted
545,3,27,1,1,63,2,29,5,8,35,addicted
546,2,39,2,2,58,2,36,4,3,25,addicted
547,4,33,1,0,49,0,48,3,5,17,not addicted
548,2,25,0,0,31,1,27,3,2,16,not addicted
549,3,24,1,1,42,0,35,5,0,28,not addicted
550,4,29,3,1,65,2,39,2,7,24,addicted
551,2,20,1,0,50,1,34,9,4,23,not addicted
552,0,19,1,1,52,0,49,7,3,26,not addicted
553,7,41,1,2,72,0,23,4,7,29,addicted
554,3,26,2,0,46,1,50,5,2,21,not addicted
555,2,15,2,2,44,1,25,6,6,32,not addicted
556,1,32,0,0,51,2,42,6,5,37,not addicted
557,2,27,2,1,58,0,27,5,2,24,not addicted
558,3,22,0,0,52,2,43,3,5,27,not addicted
559,3,34,1,2,62,2,16,4,3,28,addicted
560,3,27,1,3,30,1,50,7,3,24,not addicted
561,2,30,0,1,52,0,52,7,0,24,not addicted
562,2,32,0,3,81,3,25,6,6,18,addicted
563,5,43,3,0,62,2,39,8,3,25,addicted
564,2,40,2,0,58,1,29,2,9,24,addicted
565,9,35,2,0,62,2,39,6,3,29,addicted
566,5,45,4,2,59,2,31,5,8,25,addicted
567,4,33,1,1,68,1,40,5,6,32,addicted
568,3,36,2,3,64,1,31,8,6,29,addicted
569,5,28,1,1,65,2,30,6,5,25,addicted
570,4,38,3,0,66,0,41,2,6,31,addicted
571,5,23,1,1,38,1,51,4,4,14,not addicted
572,1,19,0,2,50,0,29,5,3,24,not addicted
573,8,46,2,1,68,1,15,8,2,26,addicted
574,2,29,0,3,66,0,24,2,4,39,addicted
575,5,33,2,2,58,0,37,5,8,35,addicted
576,9,40,0,3,79,4,31,5,5,27,addicted
577,6,26,2,1,53,2,19,5,6,22,addicted
578,4,21,0,2,47,0,42,7,7,30,not addicted
579,5,24,3,1,52,0,23,7,4,26,not addicted
580,5,22,0,0,55,0,35,10,3,29,not addicted
581,3,38,5,0,74,0,36,6,6,35,addicted
582,8,33,3,0,72,0,37,9,3,26,addicted
583,1,27,2,0,56,0,46,6,0,24,not addicted
584,7,32,1,3,58,1,26,4,4,25,addicted
585,1,25,2,1,63,0,42,7,5,22,not addicted
586,5,23,2,0,50,0,28,6,5,24,not addicted
587,6,41,2,1,87,2,16,7,2,29,addicted
588,3,22,1,1,50,0,40,5,3,30,not addicted
589,5,36,2,0,59,3,19,5,2,29,addicted
590,3,26,1,1,44,2,49,8,0,33,not addicted
591,5,37,2,3,63,4,32,7,7,28,addicted
592,8,33,2,0,71,0,25,8,6,25,addicted
593,5,30,3,0,57,1,18,4,7,26,addicted
594,3,31,1,0,63,0,22,5,3,32,addicted
595,3,41,4,1,70,2,29,8,5,29,addicted
596,6,25,0,1,54,0,31,7,0,15,not addicted
597,2,38,1,2,77,0,26,7,6,28,addicted
598,4,27,3,0,73,2,41,4,7,37,addicted
599,7,35,0,1,62,2,29,5,5,24,addicted
600,3,40,1,2,76,1,28,7,7,42,addicted
601,6,31,1,3,75,3,30,1,6,20,addicted
602,6,46,3,2,69,3,33,11,4,30,addicted
603,5,26,4,1,70,2,26,3,7,23,addicted
604,7,37,2,1,66,4,40,7,3,29,addicted
605,6,40,3,1,76,3,39,5,7,25,addicted
606,6,23,2,0,47,1,46,8,5,23,not addicted
607,5,23,1,1,41,0,38,10,0,24,not addicted
608,3,37,3,2,54,1,29,7,9,40,addicted
609,1,27,2,1,62,2,50,3,6,16,not addicted
610,2,22,0,1,47,0,40,7,4,19,not addicted
611,2,16,0,2,56,2,51,3,0,26,not addicted
612,2,28,1,0,55,0,25,6,5,41,not addicted
613,3,33,4,0,61,1,39,6,7,19,addicted
614,4,35,4,3,81,1,19,9,5,20,addicted
615,7,26,3,3,83,1,33,4,6,24,addicted
616,4,34,1,1,76,0,26,7,7,33,addicted
617,3,19,0,1,43,0,32,5,3,22,not addicted
618,6,24,1,2,44,1,46,2,7,22,not addicted
619,4,34,2,4,74,1,18,4,4,31,addicted
620,2,38,3,1,80,0,29,3,3,26,addicted
621,4,32,0,0,72,0,36,7,6,28,addicted
622,1,39,3,3,63,2,23,8,5,25,addicted
623,5,39,2,1,76,2,30,6,3,34,addicted
624,2,29,2,0,52,2,54,6,1,16,not addicted
625,0,39,5,2,61,1,23,4,7,40,addicted
626,3,30,0,0,33,0,33,5,0,29,not addicted
627,2,25,1,2,48,2,39,7,1,22,not addicted
628,6,35,1,0,67,1,32,6,4,34,addicted
629,3,21,2,2,56,1,33,8,5,31,not addicted
630,5,30,1,2,62,0,18,8,6,29,addicted
631,5,21,2,0,52,0,26,6,1,26,not addicted
632,1,30,2,2,57,0,33,6,4,23,not addicted
633,3,21,0,0,63,1,51,8,5,28,not addicted
634,3,28,3,0,67,3,31,4,5,35,addicted
635,2,12,1,0,51,3,20,6,3,28,not addicted
636,6,31,1,0,72,1,39,8,3,36,addicted
637,2,24,2,0,54,0,38,5,1,24,not addicted
638,6,45,4,2,66,2,30,7,6,21,addicted
639,1,26,2,0,49,1,25,8,4,32,not addicted
640,4,22,2,1,44,0,51,5,6,14,not addicted
641,1,30,1,1,69,0,51,9,3,19,not addicted
642,3,41,2,1,76,2,42,6,3,28,addicted
643,4,34,2,2,47,1,49,5,0,19,not addicted
644,1,43,1,2,57,2,29,7,7,36,addicted
645,6,34,2,2,79,0,18,4,9,40,addicted
646,7,23,1,0,55,0,37,10,5,32,not addicted
647,9,35,1,2,59,1,34,3,4,31,addicted
648,1,26,1,2,53,0,54,5,4,20,not addicted
649,0,22,0,0,44,1,29,6,5,26,not addicted
650,5,37,3,1,68,1,35,5,4,30,addicted
651,2,33,1,1,47,1,27,4,5,34,not addicted
652,5,23,0,0,53,0,32,8,4,25,not addicted
653,4,34,0,2,63,1,30,6,6,32,addicted
654,4,20,0,1,50,0,25,9,6,28,not addicted
655,8,37,4,1,63,1,23,3,5,36,addicted
656,3,31,1,1,68,4,34,5,3,33,addicted
657,4,31,2,5,57,2,35,4,5,37,addicted
658,3,21,3,0,49,1,43,8,6,35,not addicted
659,6,32,1,0,51,0,35,7,2,26,not addicted
660,6,33,0,1,69,2,33,10,5,34,addicted
661,3,32,0,1,74,3,34,5,7,33,addicted
662,3,32,3,0,77,1,38,7,3,27,addicted
663,1,39,4,0,65,3,22,6,7,32,addicted
664,2,20,1,1,50,0,38,4,0,21,not addicted
665,0,26,1,1,40,0,43,7,3,26,not addicted
666,7,25,2,3,88,3,18,5,8,28,addicted
667,2,29,2,0,34,1,33,9,6,18,not addicted
668,1,27,0,0,57,1,36,5,6,22,not addicted
669,4,30,3,2,83,2,15,8,6,20,addicted
670,1,37,1,0,47,1,34,3,3,27,not addicted
671,5,19,1,2,68,0,18,5,3,29,addicted
672,4,35,2,2,69,0,19,5,8,24,addicted
673,8,42,3,1,68,0,15,7,8,29,addicted
674,5,14,2,1,50,1,35,6,4,22,not addicted
675,4,32,3,3,50,0,53,9,5,20,not addicted
676,0,31,2,1,66,1,23,5,6,27,not addicted
677,2,24,2,1,58,0,35,8,0,26,not addicted
678,0,23,2,2,55,0,34,3,4,26,not addicted
679,3,25,1,0,49,1,38,10,4,28,not addicted
680,3,36,0,0,49,0,26,6,1,19,not addicted
681,4,20,0,2,51,0,28,9,5,24,not addicted
682,4,41,1,1,66,2,23,9,4,41,addicted
683,4,32,1,0,53,0,33,8,1,24,not addicted
684,3,15,2,0,52,0,28,6,6,25,not addicted
685,2,27,0,2,59,1,34,7,4,34,not addicted
686,4,30,0,2,74,0,20,5,3,30,addicted
687,4,32,1,0,53,1,41,5,2,21,not addicted
688,3,29,2,1,62,1,28,7,4,23,addicted
689,3,30,1,0,51,1,41,5,5,14,not addicted
690,6,30,2,2,69,1,23,3,3,38,addicted
691,5,36,2,3,67,3,41,5,7,32,addicted
692,0,26,2,2,42,0,28,5,1,20,not addicted
693,0,30,5,1,72,2,26,7,7,39,addicted
694,3,40,1,0,90,1,21,4,9,30,addicted
695,4,39,0,2,76,1,28,6,8,43,addicted
696,4,21,0,2,47,1,21,8,0,19,not addicted
697,0,21,0,0,43,0,27,8,4,27,not addicted
698,4,37,3,0,75,2,28,4,8,18,addicted
699,4,39,3,0,70,2,43,2,6,35,addicted
700,3,22,1,2,45,2,28,9,4,23,not addicted
701,2,19,1,0,56,1,30,7,0,26,not addicted
702,1,29,0,1,40,0,42,7,6,27,not addicted
703,5,39,1,1,79,0,27,5,4,25,addicted
704,4,33,0,1,48,0,24,8,2,25,not addicted
705,3,30,2,1,40,1,36,7,2,19,not addicted
706,5,29,3,2,76,2,27,4,6,20,addicted
707,3,23,2,0,35,0,52,9,0,16,not addicted
708,4,30,3,0,42,0,32,5,5,21,not addicted
709,5,26,0,2,75,1,17,8,4,35,addicted
710,4,28,3,0,85,1,24,5,7,33,addicted
711,4,40,0,0,71,2,16,4,4,28,addicted
712,6,28,2,3,62,3,35,3,6,34,addicted
713,4,43,1,2,77,0,23,3,6,23,addicted
714,6,27,1,1,47,0,34,8,2,25,not addicted
715,5,35,1,2,81,2,39,5,4,37,addicted
716,3,36,2,0,50,0,52,10,4,16,not addicted
717,3,40,4,3,74,0,21,3,4,32,addicted
718,1,24,3,1,43,1,41,7,0,14,not addicted
719,4,30,3,1,93,3,27,6,5,20,addicted
720,5,28,0,1,49,1,26,6,2,37,not addicted
721,1,29,2,1,57,1,35,4,3,20,not addicted
722,2,30,1,2,53,0,31,9,5,31,not addicted
723,4,38,1,0,83,1,26,9,5,28,addicted
724,2,40,2,3,67,0,31,5,3,35,addicted
725,1,21,0,1,45,0,50,5,0,26,not addicted
726,4,32,2,0,62,2,16,6,7,27,addicted
727,1,25,0,1,49,1,36,9,4,24,not addicted
728,3,24,0,1,44,1,29,10,4,26,not addicted
729,0,24,3,2,52,0,40,8,2,23,not addicted
730,2,23,3,1,57,0,49,7,2,23,not addicted
731,6,32,3,0,58,0,30,4,6,26,addicted
732,5,30,3,1,73,1,34,7,6,37,addicted
733,0,24,0,0,48,0,33,7,3,22,not addicted
734,4,26,2,2,73,1,35,8,2,31,addicted
735,5,28,0,1,47,0,37,6,6,30,not addicted
736,4,29,3,2,72,1,42,6,8,21,addicted
737,2,24,0,1,62,1,37,10,3,24,not addicted
738,8,31,3,2,74,1,36,5,4,33,addicted
739,3,24,1,2,60,1,43,5,5,18,not addicted
740,6,37,3,2,64,1,20,4,3,31,addicted
741,6,25,2,2,49,1,53,14,3,33,not addicted
742,2,34,4,1,80,1,36,5,8,22,addicted
743,4,34,2,0,64,2,34,5,7,33,addicted
744,6,28,2,0,68,1,42,7,5,28,addicted
745,2,26,0,1,51,2,39,10,1,25,not addicted
746,1,25,1,1,47,1,53,8,6,31,not addicted
747,1,28,2,3,85,0,15,9,4,31,addicted
748,4,51,0,2,64,2,26,10,4,30,addicted
749,6,35,3,0,88,2,28,6,2,32,addicted
750,1,21,1,1,43,0,49,5,5,26,not addicted
751,3,18,1,2,53,1,46,6,4,38,not addicted
752,5,31,2,1,53,0,27,9,4,35,not addicted
753,4,32,1,1,96,1,44,6,4,33,addicted
754,3,15,0,0,49,0,35,8,0,28,not addicted
755,5,41,0,1,57,1,40,5,2,27,addicted
756,1,19,1,0,51,1,45,9,0,28,not addicted
757,1,32,0,0,40,0,53,5,1,20,not addicted
758,3,14,2,1,45,1,31,6,1,17,not addicted
759,3,27,2,0,36,2,31,8,0,21,not addicted
760,3,32,3,1,72,2,35,8,3,26,addicted
761,2,20,0,1,54,2,45,9,3,24,not addicted
762,5,26,1,0,50,1,27,10,0,37,not addicted
763,3,26,2,1,70,0,24,7,2,35,addicted
764,2,29,2,0,59,0,37,6,3,29,not addicted
765,2,27,2,1,77,1,22,6,4,24,addicted
766,2,34,2,1,57,1,45,5,5,13,not addicted
767,3,42,2,2,80,2,31,4,7,29,addicted
768,3,29,2,1,47,0,44,6,3,28,not addicted
769,6,33,3,2,86,3,31,4,6,30,addicted
770,1,36,1,1,47,2,44,3,3,23,not addicted
771,4,28,0,3,54,0,49,10,5,33,not addicted
772,5,27,4,0,63,0,20,5,7,21,addicted
773,3,25,1,3,38,0,45,6,0,32,not addicted
774,4,22,1,2,50,1,46,6,1,21,not addicted
775,4,36,0,3,63,1,33,7,5,29,addicted
776,4,20,2,1,39,0,46,5,7,17,not addicted
777,4,39,2,3,54,1,15,7,5,30,addicted
778,3,30,3,1,45,0,42,6,4,21,not addicted
779,5,34,3,3,69,0,15,6,6,31,addicted
780,6,40,1,2,70,0,28,5,7,26,addicted
781,5,32,4,2,70,0,20,5,8,42,addicted
782,4,32,1,2,54,1,21,5,5,33,addicted
783,5,36,2,1,73,2,22,9,8,27,addicted
784,4,22,1,0,49,1,53,5,4,21,not addicted
785,5,40,5,0,85,2,17,3,2,27,addicted
786,2,27,1,0,56,2,23,6,0,29,not addicted
787,5,35,2,0,72,0,36,5,4,33,addicted
788,5,33,3,0,57,1,44,7,5,33,addicted
789,3,25,2,0,50,1,21,7,4,27,not addicted
790,6,26,0,1,43,0,46,7,4,19,not addicted
791,4,46,2,1,64,2,24,7,8,24,addicted
792,6,24,1,1,78,0,22,2,2,26,addicted
793,3,20,1,1,52,1,23,4,4,18,not addicted
794,4,20,3,1,68,2,45,6,1,23,not addicted
795,4,23,3,0,38,0,32,9,1,30,not addicted
796,3,34,1,1,66,2,17,5,6,26,addicted
797,4,26,0,0,46,0,24,3,4,23,not addicted
798,1,24,1,1,43,0,50,10,5,20,not addicted
799,6,27,2,1,79,0,26,7,3,28,addicted
800,1,30,4,0,59,0,54,4,1,25,not addicted
801,6,34,3,0,59,1,22,4,5,17,addicted
802,2,31,2,0,45,1,47,6,3,28,not addicted
803,5,35,1,1,47,1,53,4,5,25,not addicted
804,3,41,0,1,50,1,48,8,2,23,not addicted
805,3,42,2,1,65,1,44,5,9,26,addicted
806,3,27,2,0,76,1,15,5,5,36,addicted
807,7,32,3,2,78,1,40,8,8,28,addicted
808,7,39,3,3,66,0,29,6,4,28,addicted
809,3,30,3,1,62,3,26,6,5,35,addicted
810,8,47,3,0,56,1,33,8,8,35,addicted
811,3,24,0,1,53,2,29,4,2,23,not addicted
812,3,31,0,1,52,1,26,5,5,22,not addicted
813,4,31,2,0,54,2,31,6,2,26,not addicted
814,6,30,0,1,61,0,33,4,5,17,not addicted
815,7,25,2,2,80,0,38,4,5,43,addicted
816,0,26,2,0,69,1,38,2,5,30,addicted
817,4,32,3,1,77,2,31,8,7,30,addicted
818,4,35,0,0,46,1,28,6,1,25,not addicted
819,4,32,2,2,63,0,27,6,5,27,addicted
820,5,46,2,1,69,1,36,7,2,24,addicted
821,2,15,2,0,46,1,40,5,4,21,not addicted
822,6,29,2,2,77,2,26,7,9,31,addicted
823,5,37,2,0,64,1,43,5,5,24,addicted
824,1,23,2,0,62,1,48,8,1,31,not addicted
825,5,26,0,0,54,0,21,3,6,27,not addicted
826,5,22,1,1,46,0,33,8,4,29,not addicted
827,5,32,1,4,72,3,15,8,4,24,addicted
828,1,23,2,0,63,0,40,7,1,24,not addicted
829,4,37,2,0,63,0,15,4,2,34,addicted
830,5,44,1,3,73,1,18,6,6,29,addicted
831,4,37,3,1,60,2,25,7,7,19,addicted
832,5,45,0,1,80,1,24,8,7,30,addicted
833,5,30,2,1,66,2,41,8,3,25,addicted
834,7,35,2,1,71,2,41,5,3,39,addicted
835,5,29,2,3,70,1,16,4,8,36,addicted
836,7,35,0,2,66,1,35,6,4,36,addicted
837,4,27,2,0,45,0,47,8,2,23,not addicted
838,6,28,1,1,66,2,34,5,3,30,addicted
839,2,26,0,1,52,1,31,7,0,29,not addicted
840,5,29,0,2,80,1,25,5,3,38,addicted
841,2,13,0,1,53,1,21,8,4,28,not addicted
842,4,42,0,1,59,1,16,6,8,41,addicted
843,5,43,2,1,72,3,30,6,9,29,addicted
844,6,37,3,1,64,1,36,4,3,30,addicted
845,1,25,2,1,48,2,34,4,0,25,not addicted
846,0,19,3,0,43,1,44,4,0,24,not addicted
847,2,18,0,2,51,0,27,4,2,23,not addicted
848,8,30,3,1,76,1,42,6,7,18,addicted
849,3,23,1,2,47,0,19,6,1,26,not addicted
850,6,47,3,3,69,2,34,6,6,25,addicted
851,2,37,3,0,74,0,22,7,7,26,addicted
852,5,34,3,2,85,0,27,5,6,31,addicted
853,4,37,1,1,52,2,28,4,3,30,addicted
854,4,22,1,1,68,2,41,10,4,25,not addicted
855,5,34,2,2,65,3,15,5,3,23,addicted
856,3,25,1,1,53,1,33,7,0,32,not addicted
857,6,32,1,3,67,3,42,7,6,26,addicted
858,4,21,1,2,63,2,31,6,8,22,addicted
859,4,23,3,0,41,0,42,7,2,22,not addicted
860,4,28,1,0,75,1,23,6,3,22,addicted
861,2,22,0,2,36,1,33,3,4,24,not addicted
862,5,41,2,0,84,1,38,4,3,32,addicted
863,3,31,3,2,50,0,23,5,0,25,not addicted
864,4,38,1,3,84,0,24,5,3,32,addicted
865,4,28,2,1,68,1,23,7,8,29,addicted
866,1,28,3,2,86,3,31,5,4,30,addicted
867,6,33,1,2,80,2,18,5,4,29,addicted
868,5,34,1,2,38,2,37,8,1,27,not addicted
869,2,33,4,1,76,1,23,8,5,28,addicted
870,4,31,0,2,61,1,35,7,3,29,addicted
871,4,28,0,0,54,0,29,9,4,20,not addicted
872,3,46,2,0,91,3,32,6,7,28,addicted
873,1,23,3,1,58,1,48,9,3,32,not addicted
874,3,26,0,1,55,0,43,8,3,21,not addicted
875,8,34,0,1,82,2,30,4,5,32,addicted
876,4,30,2,2,70,1,22,9,3,28,addicted
877,5,33,4,0,61,4,36,7,5,25,addicted
878,5,24,2,0,48,0,30,10,2,31,not addicted
879,6,34,3,1,68,1,39,6,4,33,addicted
880,5,31,0,0,44,1,47,6,0,24,not addicted
881,4,35,4,1,74,3,26,8,6,28,addicted
882,3,29,1,0,48,0,43,8,4,20,not addicted
883,5,33,2,2,52,1,41,6,3,25,not addicted
884,4,27,2,2,78,2,37,8,6,30,addicted
885,6,27,0,3,52,1,22,10,3,28,not addicted
886,4,36,3,3,68,2,25,5,5,33,addicted
887,3,25,1,0,56,1,33,5,0,32,not addicted
888,3,25,2,1,58,0,46,4,7,36,not addicted
889,7,23,3,0,56,1,50,5,4,22,not addicted
890,7,33,2,3,63,0,18,1,8,34,addicted
891,5,36,2,0,69,0,25,5,4,35,addicted
892,2,28,0,0,44,0,50,6,7,29,not addicted
893,1,25,0,2,51,0,31,5,0,18,not addicted
894,3,20,0,2,55,0,45,9,6,26,not addicted
895,7,37,0,3,82,2,41,0,5,29,addicted
896,2,21,1,0,41,1,48,7,2,16,not addicted
897,1,26,0,2,40,1,21,9,2,24,not addicted
898,4,24,0,1,39,2,52,5,2,25,not addicted
899,2,32,1,0,32,0,20,12,3,23,not addicted
900,4,35,2,3,61,2,23,8,3,26,addicted
901,1,34,2,2,40,1,49,9,4,24,not addicted
902,8,36,2,3,66,2,35,3,5,26,addicted
903,3,26,1,1,46,0,44,6,3,23,not addicted
904,5,29,0,0,43,1,50,6,4,22,not addicted
905,5,30,3,1,76,1,16,3,7,34,addicted
906,1,30,3,2,59,3,17,5,5,30,addicted
907,4,30,2,2,64,2,33,7,7,40,addicted
908,2,19,1,0,43,0,41,6,3,17,not addicted
909,0,17,0,0,52,1,44,3,5,16,not addicted
910,5,28,1,1,43,0,35,12,1,31,not addicted
911,4,36,3,1,93,0,22,7,7,25,addicted
912,1,23,0,2,55,1,47,4,5,23,not addicted
913,5,27,4,1,67,1,23,6,6,35,addicted
914,5,37,1,0,65,2,43,3,3,33,addicted
915,3,25,0,0,50,0,37,7,1,28,not addicted
916,4,39,1,1,71,0,25,4,2,40,addicted
917,2,24,2,1,59,1,36,7,1,24,not addicted
918,3,28,2,1,79,0,36,5,8,29,addicted
919,2,25,0,2,36,2,43,8,6,19,not addicted
920,4,37,3,1,58,3,33,6,4,28,addicted
921,4,26,2,2,39,0,21,9,5,35,not addicted
922,4,43,3,0,74,1,24,5,6,27,addicted
923,7,42,4,2,63,0,32,7,4,30,addicted
924,3,28,2,1,44,1,19,7,1,29,not addicted
925,2,31,0,1,43,1,22,3,0,29,not addicted
926,1,21,1,0,44,1,52,8,0,28,not addicted
927,4,47,2,0,67,1,37,7,3,23,addicted
928,4,24,2,0,56,1,42,10,2,20,not addicted
929,5,30,0,1,52,0,52,9,7,28,not addicted
930,2,18,1,0,44,0,26,5,1,22,not addicted
931,2,25,6,2,84,1,31,5,3,35,addicted
932,0,15,1,2,40,0,42,10,0,27,not addicted
933,5,26,0,0,56,1,32,5,1,32,not addicted
934,1,19,1,0,44,0,21,6,6,19,not addicted
935,4,19,1,0,47,2,42,4,2,31,not addicted
936,1,17,1,1,45,0,36,6,3,33,not addicted
937,2,20,1,2,44,0,44,10,2,25,not addicted
938,3,32,3,2,62,1,33,3,3,40,addicted
939,3,29,2,0,67,2,20,1,3,18,addicted
940,4,21,2,2,53,0,25,8,4,26,not addicted
941,1,36,2,2,70,1,38,4,7,31,addicted
942,6,33,2,1,79,2,35,6,2,23,addicted
943,3,20,2,0,42,1,47,6,3,25,not addicted
944,3,29,1,1,68,0,37,5,4,36,addicted
945,9,29,3,1,74,0,22,4,8,35,addicted
946,2,29,0,0,47,0,34,5,5,30,not addicted
947,1,26,1,0,66,1,33,6,2,27,not addicted
948,2,35,1,1,84,0,16,7,6,32,addicted
949,5,19,1,4,81,1,22,4,5,24,addicted
950,3,31,3,0,72,2,15,3,5,25,addicted
951,3,37,5,1,78,3,22,2,7,34,addicted
952,3,26,0,0,60,1,40,6,1,24,not addicted
953,2,36,0,1,50,1,35,5,2,28,not addicted
954,3,26,1,2,51,1,20,6,5,30,not addicted
955,5,26,1,1,49,1,24,10,1,24,not addicted
956,2,26,1,1,62,1,25,2,5,18,not addicted
957,5,30,0,1,71,1,33,4,6,30,addicted
958,4,32,1,2,73,1,31,9,5,33,addicted
959,3,34,1,1,53,0,52,4,5,33,not addicted
960,0,30,2,2,50,0,47,6,5,21,not addicted
961,5,40,1,4,59,1,38,3,6,34,addicted
962,2,27,2,1,64,0,45,4,1,20,not addicted
963,4,34,3,1,60,0,43,4,7,19,addicted
964,1,36,3,1,85,2,34,6,6,33,addicted
965,4,37,2,1,63,1,43,3,3,40,addicted
966,5,33,3,1,59,2,36,10,7,29,addicted
967,4,40,4,2,82,0,41,8,6,22,addicted
968,5,20,0,1,47,1,45,4,5,20,not addicted
969,4,33,3,1,77,1,28,5,2,34,addicted
970,1,31,1,0,55,1,46,6,4,29,not addicted
971,11,34,4,0,64,0,20,6,5,38,addicted
972,3,44,3,2,63,2,20,5,4,27,addicted
973,6,37,1,2,69,2,33,5,6,21,addicted
974,5,28,2,2,72,0,37,4,2,29,addicted
975,3,27,0,1,34,0,44,5,6,32,not addicted
976,5,42,1,0,63,2,36,5,5,28,addicted
977,8,41,2,1,63,1,30,4,8,30,addicted
978,4,15,1,0,50,0,50,8,2,21,not addicted
979,1,45,1,2,64,1,41,8,3,34,addicted
980,3,36,1,3,70,1,31,3,8,34,addicted
981,7,34,1,0,51,4,39,6,5,30,addicted
982,5,32,2,0,58,1,33,2,3,33,addicted
983,3,29,1,1,60,1,27,3,5,25,not addicted
984,2,20,1,1,44,0,35,5,5,26,not addicted
985,1,37,2,0,59,1,39,7,1,32,not addicted
986,6,27,2,2,78,2,30,7,7,34,addicted
987,0,37,2,2,58,2,30,5,2,26,addicted
988,5,33,3,2,74,1,18,6,3,33,addicted
989,3,24,2,1,61,1,30,8,6,21,not addicted
990,6,35,0,4,55,0,16,2,7,30,addicted
991,3,41,3,2,72,1,20,6,5,32,addicted
992,2,27,0,0,47,1,35,6,2,22,not addicted
993,1,21,2,1,49,1,20,4,1,25,not addicted
994,3,37,2,0,73,4,15,5,8,35,addicted
995,4,27,1,1,54,1,23,9,2,33,not addicted
996,4,27,2,2,50,1,29,3,1,24,not addicted
997,4,26,1,0,57,0,34,3,0,21,not addicted
998,6,43,3,2,60,2,39,5,8,32,addicted
999,2,16,1,0,49,0,35,8,2,20,not addicted
1000,5,47,2,4,62,1,32,6,7,35,addicted
1001,9,31,3,3,74,1,24,8,8,27,addicted
1002,4,20,0,1,38,1,21,4,0,29,not addicted
1003,3,30,0,0,64,2,41,8,6,17,not addicted
1004,2,17,2,0,52,0,26,8,2,30,not addicted
1005,5,40,2,1,74,0,36,5,7,30,addicted
1006,2,31,5,2,73,2,16,4,7,29,addicted
1007,2,33,0,2,57,0,23,6,3,22,not addicted
1008,3,31,0,0,38,1,47,8,1,32,not addicted
1009,5,37,2,1,67,1,17,4,9,33,addicted
1010,3,31,2,1,78,3,30,4,3,32,addicted
1011,4,27,0,3,49,0,29,7,1,25,not addicted
1012,6,27,0,2,74,1,42,7,4,36,addicted
1013,2,27,1,0,70,3,35,8,6,28,addicted
1014,2,28,2,1,43,0,19,7,2,24,not addicted
1015,2,26,1,1,52,1,27,6,4,29,not addicted
1016,4,26,1,1,52,2,54,9,2,25,not addicted
1017,2,26,0,0,54,0,37,7,2,17,not addicted
1018,7,25,5,3,68,0,38,6,5,18,addicted
1019,5,27,0,0,47,1,40,5,4,30,not addicted
1020,1,26,1,1,48,1,36,5,2,38,not addicted
1021,5,38,3,0,71,2,25,5,6,32,addicted
1022,5,44,1,2,71,2,42,5,4,34,addicted
1023,3,34,1,0,68,1,17,6,5,37,addicted
1024,3,21,0,1,40,0,35,7,4,29,not addicted
1025,5,40,3,2,86,2,35,6,8,30,addicted
1026,5,30,2,2,72,2,42,8,4,31,addicted
1027,3,25,4,1,50,1,54,4,2,18,not addicted
1028,3,26,1,0,59,1,32,6,5,25,not addicted
1029,6,34,4,0,82,0,33,4,7,26,addicted
1030,5,46,0,2,72,1,38,3,6,16,addicted
1031,4,36,0,3,68,2,42,2,5,22,addicted
1032,3,29,0,1,48,0,25,7,4,36,addicted
1033,2,33,2,2,59,1,43,4,3,43,addicted
1034,11,23,1,2,64,4,20,5,5,28,addicted
1035,6,36,2,2,84,2,36,4,3,38,addicted
1036,0,19,1,2,37,2,49,8,6,27,not addicted
1037,3,38,0,3,43,1,38,6,6,28,not addicted
1038,6,36,0,1,78,1,36,4,8,20,addicted
1039,5,41,3,1,72,3,41,4,5,23,addicted
1040,5,42,3,4,74,0,38,4,4,22,addicted
1041,5,32,1,1,56,0,24,7,0,19,not addicted
1042,5,31,2,1,71,2,35,10,6,27,addicted
1043,6,40,3,3,52,0,44,0,5,40,addicted
1044,4,28,1,2,51,0,21,6,0,27,not addicted
1045,4,15,0,0,40,2,34,6,4,19,not addicted
1046,5,36,2,1,65,3,37,6,6,32,addicted
1047,5,27,2,0,51,1,32,5,0,26,not addicted
